# This CSV file was created by downloading the Excel spreadsheet
# elife-100574-table3-data1-v1.xlsx from the Marino et al 2025 eLife
# paper (https://doi.org/10.7554/eLife.100574.3), then converting the
# spreadsheet to CSV using Excel.
Clade,Species,TaxId,Phylum,Class,Order,Family,Accession_assembly,BUSCO_Duplicate,Genome_size,MaxLongevity_y,Source_MaxLongevity,Mass_g,Source_mass,MaxLongevity_y_log,Mass_g_log,n_markers_phylter_noshortbr,dN_CM_phylter_noshortbr,dS_CM_phylter_noshortbr,dNdS_CM_phylter_noshortbr,n_markers_trimmed,dN_CM_phylter_noshortbr_trimmed,dS_CM_phylter_noshortbr_trimmed,dNdS_CM_phylter_noshortbr_trimmed,brlen_coevol_gcpoor,dS_coevol_gcpoor,dNdS_coevol_gcpoor,brlen_coevol_gcrich,dS_coevol_gcrich,dNdS_coevol_gcrich,Overall_repeat_bp,Overall_repeat_gsperc,DNA_bp,DNA_gsperc,RC_bp,RC_gsperc,LTR_bp,LTR_gsperc,PLE_bp,PLE_gsperc,LINE_bp,LINE_gsperc,SINE_bp,SINE_gsperc,Retroposon_bp,Retroposon_gsperc,Unknown_bp,Unknown_gsperc,Other_bp,Other_gsperc,DNA_recent_gsperc,LINE_recent_gsperc,LTR_recent_gsperc,Other_recent_gsperc,Overall_TEs_recent_gsperc,PLE_recent_gsperc,RC_recent_gsperc,Retroposon_recent_gsperc,SINE_recent_gsperc,Unknown_recent_gsperc,DNA_recent_bp,LINE_recent_bp,LTR_recent_bp,Other_recent_bp,Overall_TEs_recent_bp,PLE_recent_bp,RC_recent_bp,Retroposon_recent_bp,SINE_recent_bp,Unknown_recent_bp
Aves,Lamprotornis_superbus,245042,Chordata,Aves,Passeriformes,Sturnidae,GCA_015883425.1,1.3,1298004754,NA,NA,64.9,CRC_AvianBodyMasses,NA,4.172847624,612,0.010164563,0.064573857,0.157409872,NA,NA,NA,NA,0.145998,0.115445,0.207169,0.136325,0.193897,0.106447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Leucopsar_rothschildi,127929,Chordata,Aves,Passeriformes,Sturnidae,GCA_014363365.1,0.4,1215772064,25,AnAge,91.3,CRC_AvianBodyMasses,3.218875825,4.514150788,559,0.008166015,0.04506183,0.181218009,NA,NA,NA,NA,0.0723028,0.169096,0.225163,0.0728783,0.209648,0.121226,213862240,17.71,7376820,0.61,11440,NA,30110580,2.49,880,NA,22596724,1.87,189684,0.01,NA,NA,148639960,12.31,4936152,0.4,0.406883847,0.472724026,1.382549768,NA,12.38429799,4.69951E-05,0.000610937,NA,0.004934489,10.11654793,4946780,5747247,16808654,NA,150564835,571,7428,NA,59992,122994164
Aves,Sturnus_vulgaris,9172,Chordata,Aves,Passeriformes,Sturnidae,GCA_001447265.1,0.9,1290960000,22.9,AnAge,86,CRC_AvianBodyMasses,3.131136911,4.454347296,584,0.007453167,0.045060913,0.165402043,827,0.017901098,0.119642752,0.149621248,0.0723028,0.184909,0.231009,0.0728783,0.228826,0.130307,171943152,13.46,285096,0.02,NA,NA,28606488,2.24,16340,NA,18316936,1.43,186268,0.01,NA,NA,115436780,9.03,9095244,0.71,0.011623732,0.464231767,1.377914507,NA,9.250280763,0.001033221,NA,NA,0.003300566,7.391287252,150058,5993046,17788325,NA,119417425,13338,NA,NA,42609,95418562
Aves,Toxostoma_redivivum,99882,Chordata,Aves,Passeriformes,Mimidae,GCA_013397375.1,0.5,1255459642,6.9,AnAge,84.4,CRC_AvianBodyMasses,1.931521412,4.435567402,610,0.016805864,0.111609567,0.150577273,791,0.016868642,0.112310195,0.150196887,0.226958,0.136445,0.208976,0.20213,0.251705,0.118729,171609728,13.77,107564,NA,30296,NA,33229908,2.66,2224,NA,24049260,1.93,239556,0.01,NA,NA,108600740,8.71,5350180,0.42,0.008948023,0.340749256,1.344504444,NA,8.886708222,0.000213048,0.00115046,NA,0.006434055,7.183132379,112339,4277969,16879711,NA,111569035,2675,14444,NA,80777,90181328
Aves,Drymodes_brunneopygia,626378,Chordata,Aves,Passeriformes,Petroicidae,GCA_013400955.1,0.5,1287525100,NA,NA,33.15,CRC_AvianBodyMasses,NA,3.501042717,572,0.018713245,0.122694048,0.152519579,749,0.018685401,0.124416668,0.150184067,0.216564,0.146475,0.19614,0.205183,0.256698,0.126735,250935364,19.61,119032,NA,17432,NA,31634148,2.47,720,NA,48133852,3.76,203092,0.01,600,NA,144774928,11.31,26051560,2.03,0.007881167,1.854795127,1.304239317,NA,12.07282198,NA,0.000469117,4.69117E-05,0.004315877,8.901027554,101472,23880953,16792409,NA,155440613,NA,6040,604,55568,114602964
Aves,Eopsaltria_australis,44318,Chordata,Aves,Passeriformes,Petroicidae,GCA_003426825.1,3.6,1492528326,NA,NA,20.25,CRC_AvianBodyMasses,NA,3.008154794,592,0.017312388,0.122911183,0.140852828,770,0.017523608,0.123267918,0.14215871,0.216564,0.139133,0.200843,0.205183,0.235317,0.117615,387669000,26.14,115916,NA,5692,NA,59575824,4.01,10396,NA,26187004,1.76,244376,0.01,42072,NA,294378392,19.85,7109328,0.47,0.005687515,0.303388296,2.692794569,NA,17.52043037,0.000568751,0.000325001,0.002600007,0.005159389,14.50990684,84888,4528156,40190722,NA,261497386,8489,4851,38806,77005,216564470
Aves,Melanocharis_versteri,254552,Chordata,Aves,Passeriformes,Melanocharitidae,GCA_013397845.1,0.4,1253120151,NA,NA,15,CRC_AvianBodyMasses,NA,2.708050201,602,0.021874217,0.149520701,0.146295577,794,0.022639111,0.153077726,0.147892913,0.396862,0.109404,0.186449,0.358516,0.149445,0.106955,182104128,14.64,109644,NA,10392,NA,15058868,1.21,3660,NA,22262600,1.79,253968,0.02,NA,NA,139434064,11.21,4970932,0.39,0.007371524,0.245689543,0.683876383,NA,10.53064083,0.000209418,0.000586371,NA,0.005109806,9.587797782,92374,3078785,8569793,NA,131961582,2624,7348,NA,64032,120146626
Aves,Callaeas_wilsoni,1347786,Chordata,Aves,Passeriformes,Callaeidae,GCA_013398955.1,0.4,1273687411,NA,NA,NA,NA,NA,NA,610,0.020784624,0.140570979,0.14785857,800,0.020707457,0.143441964,0.144361221,0.373396,0.104899,0.200732,0.35009,0.15315,0.141579,213185336,16.85,48424,NA,27312,NA,21203760,1.67,2376,NA,30733504,2.42,381700,0.03,1312,NA,155985680,12.33,4801268,0.37,0.00441315,0.394706742,0.830257638,NA,12.17457521,0.000135096,0.001846318,9.00643E-05,0.009997136,10.93312907,56210,5027330,10574887,NA,155066032,1721,23516,1147,127332,139253889
Aves,Notiomystis_cincta,366454,Chordata,Aves,Passeriformes,Meliphagidae,GCA_013398075.1,0.1,1246687727,NA,NA,93.5,CRC_AvianBodyMasses,NA,4.537961436,582,0.032419066,0.241966051,0.13398188,764,0.032346774,0.244493621,0.132301094,0.373396,0.172814,0.172126,0.35009,0.2681,0.120132,196778248,15.91,71832,NA,638596,0.05,17018736,1.37,856,NA,21001448,1.69,177472,0.01,NA,NA,154403180,12.48,3466128,0.28,0.005723219,0.251508029,0.741117643,NA,12.90852415,7.84003E-05,0.017640058,NA,0.004390414,11.88806638,71351,3135520,9239423,NA,160928986,977,219916,NA,54735,148207065
Aves,Cnemophilus_loriae,254448,Chordata,Aves,Passeriformes,Corvidae,GCA_013397755.1,0.6,1268796227,NA,NA,84.6,CRC_AvianBodyMasses,NA,4.437934267,612,0.022604842,0.154000369,0.146784334,805,0.022398902,0.154529239,0.144949283,0.421043,0.105422,0.185086,0.385208,0.139537,0.122081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Aleadryas_rufinucha,461220,Chordata,Aves,Passeriformes,NA,GCA_013397815.1,0.4,1276802925,NA,NA,40.5,CRC_AvianBodyMasses,NA,3.701301974,582,0.019406814,0.129280565,0.150113936,761,0.019668651,0.131361599,0.149729075,0.343298,0.108528,0.204951,0.271485,0.179054,0.108175,135607216,10.7,109884,NA,19140,NA,21037768,1.66,8036,NA,28865068,2.27,306624,0.02,1796,NA,82225396,6.48,3033504,0.23,0.008365459,0.391618302,0.943369533,NA,7.197944393,0.000205036,0.000492086,0.000123021,0.007422295,5.846266647,106810,5000194,12044970,NA,91903565,2618,6283,1571,94768,74645304
Aves,Oreocharis_arfaki,979223,Chordata,Aves,Passeriformes,Paramythiidae,GCA_013398015.1,0.4,1264038798,NA,NA,19.7,CRC_AvianBodyMasses,NA,2.980618636,606,0.020749175,0.139509208,0.148729792,805,0.020979655,0.14258133,0.147141668,0.343298,0.117279,0.194392,0.271485,0.167727,0.112291,128338976,10.22,107028,NA,4796,NA,15902268,1.26,4560,NA,27063532,2.15,294796,0.02,928,NA,82953044,6.61,2008024,0.16,0.007683666,0.369533673,0.607558448,NA,7.133861705,0.000379962,0.000337744,8.44359E-05,0.008274717,6.14000906,97125,4671049,7679774,NA,90174780,4803,4269,1067,104596,77612097
Aves,Myiagra_hebetior,381031,Chordata,Aves,Passeriformes,Monarchidae,GCA_013397015.1,0.6,1276549654,NA,NA,20.2,CRC_AvianBodyMasses,NA,3.005682604,606,0.019803302,0.142248363,0.139216378,799,0.020210099,0.144053161,0.140296116,0.283315,0.131072,0.18642,0.226465,0.245583,0.129319,143509040,11.32,97964,NA,11164,NA,23835092,1.88,4492,NA,27274372,2.15,269076,0.02,1036,NA,88885952,7.01,3129892,0.24,0.008329713,0.389319885,0.899943827,NA,7.622147492,0.000334863,0.000376721,0.000125574,0.008706433,6.311410702,106333,4969862,11488230,NA,97300497,4275,4809,1603,111142,80568291
Aves,Rhipidura_dahli,667186,Chordata,Aves,Passeriformes,Rhipiduridae,GCA_013399225.1,0.5,1239676752,NA,NA,9.9,CRC_AvianBodyMasses,NA,2.292534757,609,0.023476451,0.170303174,0.137850933,804,0.023291922,0.169960683,0.137043,0.283315,0.149313,0.193773,0.226465,0.320449,0.0989783,114672180,9.31,103236,NA,51312,NA,15658708,1.27,1068,NA,27301828,2.21,249004,0.02,1300,NA,69681356,5.66,1624368,0.13,0.008946291,0.401329756,0.576754856,NA,6.139575972,4.32188E-05,0.003068535,4.32188E-05,0.006396382,5.14277762,110905,4975192,7149896,NA,76110896,536,38040,536,79294,63753819
Aves,Oriolus_oriolus,181099,Chordata,Aves,Passeriformes,Corvidae,GCA_013400235.1,0.3,1263197463,14.8,AnAge,79,CRC_AvianBodyMasses,2.694627181,4.369447852,610,0.02192555,0.137354015,0.159628022,798,0.021315464,0.137765388,0.154722924,0.347129,0.119276,0.211184,0.297987,0.158581,0.129335,192749924,15.37,194964,0.01,21332,NA,45282360,3.61,4932,NA,24720748,1.97,258708,0.02,11620,NA,113136068,9.02,9119192,0.72,0.013441529,0.288865267,2.506632501,NA,10.26643578,0.000255219,0.000978339,4.25365E-05,0.007061056,7.449116794,169793,3648939,31663718,NA,129685356,3224,12358,537,89195,94097054
Aves,Daphoenositta_chrysoptera,254528,Chordata,Aves,Passeriformes,NA,GCA_013397915.1,0.3,1256921169,NA,NA,11.7,CRC_AvianBodyMasses,NA,2.459588842,603,0.025299476,0.166070943,0.152341374,790,0.024864101,0.167725159,0.148243118,0.334672,0.13519,0.201234,0.257071,0.23707,0.133545,186963880,14.97,78060,NA,NA,NA,28628692,2.29,4532,NA,25377364,2.03,206500,0.01,NA,NA,122037156,9.77,10631576,0.85,0.006871713,0.387122506,1.432247555,NA,10.23544026,0.000144162,NA,NA,0.005237879,8.40376839,86372,4865825,18002223,NA,128651415,1812,NA,NA,65836,105628744
Aves,Edolisoma_coerulescens,2585810,Chordata,Aves,Passeriformes,Campephagidae,GCA_013397115.1,0.9,1267532478,NA,NA,NA,NA,NA,NA,609,0.019691457,0.120881992,0.162898184,795,0.019774176,0.123473041,0.160149748,0.334672,0.103877,0.211353,0.257071,0.171002,0.139478,130653876,10.38,126508,0.01,6236,NA,15654624,1.24,5032,NA,27443100,2.18,255480,0.02,1104,NA,84707852,6.73,2453940,0.19,0.010289856,0.370307794,0.518769672,NA,7.062102036,0.000423451,0.000296416,8.46902E-05,0.006351763,6.155578394,130427,4693772,6575574,NA,89514437,5367,3757,1073,80511,78023955
Aves,Eulacestoma_nigropectus,461239,Chordata,Aves,Passeriformes,NA,GCA_013397775.1,0.5,1265098986,NA,NA,20,CRC_AvianBodyMasses,NA,2.995732274,612,0.018837701,0.116394149,0.161844056,815,0.018582521,0.118053495,0.157407628,0.337364,0.105419,0.212609,0.270164,0.144214,0.122102,166889176,13.27,120332,NA,3844,NA,22619264,1.79,13040,NA,31314468,2.49,334400,0.02,3920,NA,105871544,8.42,6608364,0.52,0.009969238,0.466264622,0.974027987,NA,9.090419085,0.000333898,9.53994E-05,0.000333898,0.008633647,7.630760395,126121,5898709,12322418,NA,115002800,4224,1207,4224,109224,96536672
Aves,Pachycephala_philippinensis,449367,Chordata,Aves,Passeriformes,NA,GCA_013397055.1,0.6,1266654545,NA,NA,22.3,CRC_AvianBodyMasses,NA,3.104586678,593,0.019643382,0.131341988,0.149559041,774,0.020174679,0.133631383,0.150972612,0.337364,0.107977,0.195604,0.270164,0.186154,0.129602,231995168,18.45,87536,NA,13676,NA,25158460,2,7508,NA,25189188,2,229372,0.01,NA,NA,163441860,13,17867568,1.42,0.006101802,0.359417206,1.146002667,NA,13.00832749,0.000547058,0.000504977,NA,0.005344337,11.49036736,77289,4552574,14515895,NA,164770571,6929,6396,NA,67694,145543260
Aves,Mohoua_ochrocephala,874463,Chordata,Aves,Passeriformes,Acanthizidae,GCA_013398855.1,0.6,1262798882,NA,NA,27.75,CRC_AvianBodyMasses,NA,3.32323584,590,0.020193207,0.167612719,0.120475389,770,0.02059965,0.168613891,0.122170541,0.371038,0.110115,0.176145,0.304926,0.159262,0.118005,136620752,10.89,141040,0.01,43208,NA,24113812,1.92,5676,NA,28283532,2.25,304340,0.02,1928,NA,81386532,6.48,2340288,0.18,0.012243813,0.440442461,0.857927773,NA,7.324813043,0.000334792,0.001769614,0.000143482,0.009852443,6.001429082,154615,5561902,10833902,NA,92497657,4228,22347,1812,124417,75785979
Aves,Aphelocoma_coerulescens,39617,Chordata,Aves,Passeriformes,Corvidae,GCA_013398375.1,0.8,1289811192,15,AnAge,77.15,CRC_AvianBodyMasses,2.708050201,4.345751579,588,0.008555892,0.056003073,0.152775402,NA,NA,NA,NA,0.167621,0.10416,0.187004,0.135983,0.158334,0.124192,547815580,42.94,35760,NA,14684,NA,49784984,3.9,55716,NA,54850624,4.29,64924,NA,1240,NA,374822092,29.38,68185556,5.34,0.002617155,1.272221996,2.461320861,NA,29.8545459,0.00352747,0.000768078,2.84473E-05,0.003129208,26.11093268,33756,16409262,31746392,NA,385067274,45498,9907,367,40361,336781732
Aves,Coloeus_monedula,30423,Chordata,Aves,Passeriformes,Corvidae,GCA_013407035.1,0.8,1259563441,20.3,AnAge,246,AnAge,3.010620886,5.505331536,564,0.010675584,0.04695703,0.22734793,750,0.01480488,0.077040353,0.192170463,0.100645,0.134719,0.226319,0.100794,0.220034,0.158338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Corvus_cornix_cornix,932674,Chordata,Aves,Passeriformes,Corvidae,GCA_000738735.5,0.8,1253533309,16.8,AnAge,NA,NA,2.821378886,NA,481,0.003697098,0.020969677,0.176306866,NA,NA,NA,NA,0.0584869,0.0635537,0.215912,0.0605604,0.121237,0.143321,108228096,8.73,35348,NA,4076,NA,18511532,1.49,1360,NA,12660332,1.02,82496,NA,NA,NA,61835764,4.98,15097188,1.21,0.002743083,0.225847155,0.993424602,NA,5.457791955,2.85738E-05,0.000171443,NA,0.001114377,4.234462722,34385,2831069,12452908,NA,68415240,358,2149,NA,13969,53080401
Aves,Corvus_hawaiiensis,134902,Chordata,Aves,Passeriformes,Corvidae,GCA_003402825.1,31.8,1294792472,25,AnAge,520,CRC_AvianBodyMasses,3.218875825,6.253828812,309,0.004278372,0.023877666,0.179178797,498,0.007246067,0.042627263,0.169986676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aves,Corvus_macrorhynchos,36249,Chordata,Aves,Passeriformes,Corvidae,GCA_014363025.1,0.9,1238469768,NA,NA,482.25,CRC_AvianBodyMasses,NA,6.178462652,447,0.004162222,0.021330416,0.195130854,NA,NA,NA,NA,0.0584869,0.104216,0.223311,0.0605604,0.129962,0.144004,185963640,15.12,87408,NA,31820,NA,30036544,2.44,2344,NA,26874972,2.18,232612,0.01,892,NA,110334180,8.97,18362868,1.49,0.00732,0.468387956,1.226951781,NA,9.10644892,0.000276226,0.001565283,9.20755E-05,0.00488,7.395594465,90656,5800843,15195427,NA,112780617,3421,19386,1140,60437,91592202
Aves,Dicrurus_megarhynchus,450177,Chordata,Aves,Passeriformes,Dicruridae,GCA_013399195.1,0.7,1278513195,NA,NA,130,CRC_AvianBodyMasses,NA,4.86753445,616,0.017025068,0.104148889,0.163468549,809,0.016433159,0.103151056,0.159311596,0.280562,0.103591,0.200235,0.239784,0.165036,0.117578,139521688,10.99,96484,NA,6736,NA,17996412,1.41,12892,NA,32761928,2.58,254644,0.02,1844,NA,83799936,6.6,4590812,0.36,0.00745644,0.907200183,0.720410045,NA,7.63387785,NA,0.000421268,4.21268E-05,0.005560735,5.992787053,95332,11598674,9210537,NA,97600136,NA,5386,539,71095,76618573
Aves,Struthidea_cinerea,181839,Chordata,Aves,Passeriformes,Corcoracidae,GCA_013397865.1,0.5,1267134476,25,AnAge,132,CRC_AvianBodyMasses,3.218875825,4.882801923,611,0.016224649,0.102075488,0.15894755,803,0.016400102,0.104192444,0.157402027,0.298375,0.0987689,0.198962,0.251128,0.147082,0.132692,249391892,19.82,90348,NA,8760,NA,37751612,3,1592,NA,25153224,1.99,216792,0.01,2868,NA,178744940,14.21,7421756,0.59,0.007620657,0.343818652,2.287213257,NA,15.51862171,4.2337E-05,0.000211685,0.000169348,0.004699405,12.87484637,96564,4356645,28982068,NA,196641806,536,2682,2146,59548,163141617
Aves,Chaetorhynchus_papuensis,254446,Chordata,Aves,Passeriformes,Rhipiduridae,GCA_013396525.1,0.9,1270769326,NA,NA,37.5,CRC_AvianBodyMasses,NA,3.624340933,606,0.019134849,0.127952183,0.149546876,798,0.019672378,0.133886902,0.146932804,0.288457,0.119351,0.178146,0.232943,0.207908,0.136103,158981440,12.59,428488,0.03,1432,NA,21030352,1.66,2516,NA,31378400,2.48,275216,0.02,1396,NA,99449692,7.88,6413948,0.5,0.031570438,0.434640982,0.625523513,NA,7.808528033,0.00022811,NA,4.5622E-05,0.006523949,6.707851185,401187,5523284,7948961,NA,99228379,2899,NA,580,82904,85241315
Aves,Lanius_collurio,56324,Chordata,Aves,Passeriformes,Laniidae,GCA_020086605.1,6.3,1183380000,10.1,AnAge,28.45,CRC_AvianBodyMasses,2.312535424,3.348148161,501,0.007204955,0.042062173,0.171292988,NA,NA,NA,NA,0.0657239,0.181482,0.21924,0.0673624,0.294113,0.115473,125736428,10.69,41240,NA,632,NA,24518788,2.08,4016,NA,21226968,1.8,162164,0.01,328,NA,75525260,6.42,4257032,0.36,0.003113455,0.287713897,1.359763337,NA,6.494310543,0.000204161,5.10403E-05,NA,0.002909294,4.840555359,36844,3404749,16091167,NA,76852372,2416,604,NA,34428,57282164
Aves,Lanius_ludovicianus,28713,Chordata,Aves,Passeriformes,Laniidae,GCA_013397235.1,0.4,1265028298,12.5,AnAge,47.7,CRC_AvianBodyMasses,2.525728644,3.864931398,570,0.010053481,0.054892787,0.183147584,NA,NA,NA,NA,0.0657239,0.162764,0.222344,0.0673624,0.295294,0.112052,173958376,13.84,100396,NA,4052,NA,27304672,2.17,6540,NA,27194064,2.16,253452,0.02,17172,NA,112260992,8.93,6817036,0.54,0.009644689,0.398869948,1.097202706,NA,8.987035533,0.000334222,9.5492E-05,0.000572952,0.007448373,7.472819405,122008,5045818,13879925,NA,113688543,4228,1208,7248,94224,94533280
Aves,Cicinnurus_regius,36263,Chordata,Aves,Passeriformes,Paradisaeidae,GCA_003713305.1,0.8,1288219323,NA,NA,51,CRC_AvianBodyMasses,NA,3.931825633,442,0.003353211,0.020758655,0.161533142,NA,NA,NA,NA,0.0423217,0.0976059,0.197805,0.0573416,0.128658,0.10955,142649852,11.14,96444,NA,7404,NA,25536380,1.99,9760,NA,27916764,2.18,282876,0.02,2008,NA,84768388,6.62,4029828,0.31,0.008455312,0.341954979,0.944453685,NA,7.144969321,0.000739262,0.000231019,0.000184816,0.007762253,5.839848082,108923,4405130,12166635,NA,92042875,9523,2976,2381,99995,75230051
Aves,Diphyllodes_magnificus,28716,Chordata,Aves,Passeriformes,Paradisaeidae,GCA_003713285.1,1,1296013291,NA,NA,NA,NA,NA,NA,468,0.004470462,0.023243193,0.192334262,NA,NA,NA,NA,0.0423217,0.0890382,0.200066,0.0573416,0.146067,0.113843,130169952,10.11,103520,NA,2920,NA,23037856,1.78,10564,NA,25801804,2,288076,0.02,3812,NA,76556216,5.94,4365184,0.33,0.009039887,0.36573316,0.810081858,NA,6.431677565,0.000539695,0.000134924,0.000224873,0.007016032,5.238502365,117158,4739950,10498769,NA,83355396,6995,1749,2914,90929,67891687
Aves,Paradisaea_raggiana,36268,Chordata,Aves,Passeriformes,Paradisaeidae,GCA_003713265.1,0.7,1261553434,NA,NA,220.5,CRC_AvianBodyMasses,NA,5.395897695,421,0.003437584,0.019916735,0.172597748,NA,NA,NA,NA,0.0338675,0.0690504,0.197585,0.0436624,0.149063,0.114786,152245352,12.14,92680,NA,14708,NA,24806316,1.97,5280,NA,30679708,2.44,298364,0.02,2352,NA,89722372,7.15,6623572,0.52,0.008330684,0.379668535,0.875727259,NA,7.376629271,0.000335142,0.000335142,4.78775E-05,0.009144602,6.103040029,105096,4789721,11047767,NA,93060120,4228,4228,604,115364,76993111
Aves,Paradisaea_rubra,39963,Chordata,Aves,Passeriformes,Paradisaeidae,GCA_003713215.1,0.7,1302406050,NA,NA,179.5,CRC_AvianBodyMasses,NA,5.190175208,392,0.003200206,0.018254779,0.175307861,NA,NA,NA,NA,0.0338675,0.0604386,0.198823,0.0436624,0.113171,0.113136,136839400,10.57,110976,NA,3528,NA,23224512,1.79,1656,NA,29425452,2.27,245104,0.01,376,NA,79577260,6.15,4250536,0.32,0.009228526,0.517912035,0.864494471,NA,7.166240535,0.000133747,4.45823E-05,NA,0.007757312,5.766669862,120193,6745318,11259228,NA,93333550,1742,581,NA,101032,75105457
Aves,Parotia_lawesii,39961,Chordata,Aves,Passeriformes,Paradisaeidae,GCA_003713295.1,0.9,1285050962,NA,NA,155.5,CRC_AvianBodyMasses,NA,5.046645732,542,0.005935282,0.034683883,0.17112506,NA,NA,NA,NA,0.149154,0.0720818,0.19995,0.113046,0.112494,0.11697,129955440,10.18,91272,NA,5912,NA,25289692,1.98,3816,NA,27450824,2.15,274036,0.02,484,NA,71463812,5.6,5375592,0.42,0.007153363,0.287748383,0.944113044,NA,5.941129568,0.00021809,0.000261708,4.36181E-05,0.007415071,4.694132672,91924,3697713,12132334,NA,76346543,2803,3363,561,95287,60321997
Aves,Ifrita_kowaldi,461245,Chordata,Aves,Passeriformes,Cinclosomatidae,GCA_013398055.1,0.4,1266384852,NA,NA,32.1,CRC_AvianBodyMasses,NA,3.46885603,599,0.016533746,0.107558047,0.153719282,792,0.017718641,0.114518262,0.154723279,0.291585,0.115461,0.187749,0.24701,0.165565,0.120519,141681524,11.27,95428,NA,4936,NA,22665792,1.8,7476,NA,25901424,2.06,262944,0.02,700,NA,88612168,7.05,4130656,0.32,0.007783564,0.354855992,1.078520427,NA,7.633564715,0.000372617,0.00020701,NA,0.005837673,6.183006493,98570,4493843,13658219,NA,96670307,4719,2622,NA,73927,78300658
Aves,Falcunculus_frontatus,254539,Chordata,Aves,Passeriformes,NA,GCA_013398115.1,0.5,1267819177,NA,NA,28.05,CRC_AvianBodyMasses,NA,3.333988632,606,0.019404916,0.138053828,0.140560504,803,0.020044175,0.138098917,0.145143607,0.374225,0.103141,0.203423,0.318605,0.169526,0.115713,132001432,10.48,109560,NA,18452,NA,16416816,1.3,1604,NA,25896232,2.05,295476,0.02,2252,NA,80616884,6.4,8644156,0.68,0.009337611,0.3180981,0.620045945,NA,6.706453147,0.000142923,0.000714613,0.000190563,0.006098032,5.723288478,118384,4032909,7861061,NA,85025699,1812,9060,2416,77312,72560949
Aves,Gymnorhina_tibicen,9132,Chordata,Aves,Passeriformes,Artamidae,GCA_013399875.1,0.7,1279410972,NA,NA,256,CRC_AvianBodyMasses,NA,5.545177444,602,0.016708648,0.10361536,0.16125648,797,0.016379626,0.104937336,0.156089594,0.299897,0.099348,0.216541,0.241901,0.159081,0.122325,171682820,13.51,82860,NA,7184,NA,29349948,2.31,1512,NA,30298420,2.38,271068,0.02,NA,NA,109709336,8.63,1962492,0.15,0.006862152,0.389332426,1.198940113,NA,9.413525934,0.000126297,0.000336793,NA,0.006314864,7.811613288,87795,4981162,15339371,NA,120437684,1616,4309,NA,80793,99942638
Aves,Rhagologus_leucostigma,156170,Chordata,Aves,Passeriformes,NA,GCA_013397725.1,0.7,1270855380,NA,NA,26.8,CRC_AvianBodyMasses,NA,3.288401888,598,0.015024774,0.093258807,0.161108361,794,0.015327198,0.095117289,0.161139975,0.299897,0.0967911,0.192106,0.241901,0.13835,0.138573,142124276,11.26,97148,NA,9308,NA,20920516,1.65,6876,NA,29027884,2.3,292032,0.02,1068,NA,79262276,6.28,12507168,0.99,0.006353127,0.419760207,0.790304302,NA,6.582541358,0.000288779,0.00020627,NA,0.007879528,5.357460366,80739,5334545,10043625,NA,83654581,3670,2621,NA,100137,68085573
Aves,Machaerirhynchus_nigripectus,1160894,Chordata,Aves,Passeriformes,Dicruridae,GCA_013397975.1,0.5,1270059729,NA,NA,12,CRC_AvianBodyMasses,NA,2.48490665,607,0.017603958,0.114237231,0.154100007,795,0.01739792,0.116186845,0.149740878,0.315629,0.114254,0.194956,0.255208,0.154741,0.138483,138259020,10.96,138352,0.01,14052,NA,23928104,1.89,3400,NA,28656620,2.27,272032,0.02,NA,NA,77328104,6.13,7918356,0.62,0.009949086,0.378767081,0.935915912,NA,6.801500867,0.000288978,0.00049539,NA,0.00788496,5.468199459,126359,4810568,11886691,NA,86383124,3670,6292,NA,100144,69449399
Aves,Platysteira_castanea,1160851,Chordata,Aves,Passeriformes,NA,GCA_013397175.1,0.5,1287430428,NA,NA,14.1,CRC_AvianBodyMasses,NA,2.646174797,603,0.021038644,0.135148268,0.155670837,801,0.020093809,0.135225658,0.148594646,0.322586,0.118444,0.204677,0.277864,0.166239,0.14912,204490988,16,58588,NA,688,NA,32869476,2.57,2216,NA,26824340,2.09,229516,0.01,460,NA,137655304,10.77,6850400,0.53,0.004738546,0.343523953,1.288019103,NA,10.4707024,0.000206024,4.12047E-05,NA,0.005233003,8.828940564,61005,4422632,16582350,NA,134803009,2652,530,NA,67371,113666467
